Horário;Radiação Solar;Temperatura do Ar Máxima;Temperatura do Ar Mínima;Umidade do Ar Média;Vento Velocidade;Manutenção;Observação manutenção
21-04-2023 00:00;;17.210;15.386;82.952;0.169;Não;
21-04-2023 01:00;;15.782;15.304;87.952;0.442;Não;
21-04-2023 02:00;;15.739;14.409;88.301;0.657;Não;
21-04-2023 03:00;;15.870;14.281;89.065;0.236;Não;
21-04-2023 04:00;;15.696;14.850;86.748;0.552;Não;
21-04-2023 05:00;;15.087;14.056;89.387;0.138;Não;
21-04-2023 06:00;;15.130;14.692;89.607;0.145;Não;
21-04-2023 07:00;;15.205;14.652;88.978;0.343;Não;
21-04-2023 08:00;;14.708;14.169;89.947;0.148;Não;
21-04-2023 09:00;;15.952;14.366;90.198;0.833;Não;
21-04-2023 10:00;;17.055;15.912;86.935;1.401;Não;
21-04-2023 11:00;;18.615;17.029;83.173;0.759;Não;
21-04-2023 12:00;;19.872;18.585;79.888;1.305;Não;
21-04-2023 13:00;;22.823;19.830;75.428;0.328;Não;
21-04-2023 14:00;;23.192;22.284;74.214;0.741;Não;
21-04-2023 15:00;;23.136;22.626;75.261;1.712;Não;
21-04-2023 16:00;;23.659;22.596;74.276;1.471;Não;
21-04-2023 17:00;;22.738;22.041;76.131;0.965;Não;
21-04-2023 18:00;;22.185;21.787;78.386;0.600;Não;
21-04-2023 19:00;;21.816;20.214;84.502;0.000;Não;
21-04-2023 20:00;;20.356;19.477;89.678;0.000;Não;
21-04-2023 21:00;;19.619;19.277;93.119;0.000;Não;
21-04-2023 22:00;;19.704;19.109;92.766;0.000;Não;
21-04-2023 23:00;;19.437;19.053;94.314;0.000;Não;
22-04-2023 00:00;;19.053;18.358;95.971;0.000;Não;
22-04-2023 01:00;;18.374;17.539;96.451;0.000;Não;
22-04-2023 02:00;;17.936;17.483;97.496;0.000;Não;
22-04-2023 03:00;;17.993;17.127;98.097;0.000;Não;
22-04-2023 04:00;;17.835;17.426;99.199;0.117;Não;
22-04-2023 05:00;;18.487;17.835;98.925;0.179;Não;
22-04-2023 06:00;;18.374;18.105;99.300;0.146;Não;
22-04-2023 07:00;;18.316;17.878;99.800;0.196;Não;
22-04-2023 08:00;;18.657;18.217;99.083;0.740;Não;
22-04-2023 09:00;;19.760;18.601;97.349;1.140;Não;
22-04-2023 10:00;;20.172;19.338;95.259;0.881;Não;
22-04-2023 11:00;;22.257;20.059;90.682;1.737;Não;
22-04-2023 12:00;;23.913;22.057;83.637;2.314;Não;
22-04-2023 13:00;;25.162;23.432;78.369;2.264;Não;
22-04-2023 14:00;;25.688;24.722;72.649;2.907;Não;
22-04-2023 15:00;;25.801;24.623;72.569;3.004;Não;
22-04-2023 16:00;;26.380;24.919;69.495;3.037;Não;
22-04-2023 17:00;;25.955;25.192;69.534;2.968;Não;
22-04-2023 18:00;;25.603;23.942;72.577;2.565;Não;
22-04-2023 19:00;;23.971;21.985;80.081;2.223;Não;
22-04-2023 20:00;;21.998;20.102;87.249;0.224;Não;
22-04-2023 21:00;;20.214;19.803;93.173;0.001;Não;
22-04-2023 22:00;;20.102;18.513;94.960;0.000;Não;
22-04-2023 23:00;;18.868;17.637;97.638;0.000;Não;
23-04-2023 00:00;;17.891;17.197;99.121;0.000;Não;
23-04-2023 01:00;;18.585;17.312;99.963;0.000;Não;
23-04-2023 02:00;;19.053;18.105;99.263;0.000;Não;
23-04-2023 03:00;;19.237;18.911;97.446;0.170;Não;
23-04-2023 04:00;;19.194;18.770;96.411;0.014;Não;
23-04-2023 05:00;;19.208;18.358;96.160;0.000;Não;
23-04-2023 06:00;;18.585;16.377;96.227;0.000;Não;
23-04-2023 07:00;;16.874;15.640;98.498;0.000;Não;
23-04-2023 08:00;;16.305;15.683;99.721;0.000;Não;
23-04-2023 09:00;;18.487;15.968;100.000;0.000;Não;
23-04-2023 10:00;;21.606;18.444;99.952;0.017;Não;
23-04-2023 11:00;;24.383;21.573;88.118;0.293;Não;
23-04-2023 12:00;;25.291;23.475;80.962;2.018;Não;
23-04-2023 13:00;;25.149;24.142;78.662;2.347;Não;
23-04-2023 14:00;;25.389;24.254;76.718;2.264;Não;
23-04-2023 15:00;;24.722;20.583;89.643;3.598;Não;
23-04-2023 16:00;;22.893;20.780;94.304;1.424;Não;
23-04-2023 17:00;;23.857;22.652;87.105;0.358;Não;
23-04-2023 18:00;;23.787;22.116;88.562;1.235;Não;
23-04-2023 19:00;;22.142;20.866;91.257;0.920;Não;
23-04-2023 20:00;;21.021;20.073;95.561;0.267;Não;
23-04-2023 21:00;;20.244;19.958;98.235;1.338;Não;
23-04-2023 22:00;;20.994;20.102;99.093;1.442;Não;
23-04-2023 23:00;;20.994;19.929;96.899;2.973;Não;
24-04-2023 00:00;;19.945;19.408;96.816;2.547;Não;
24-04-2023 01:00;;19.437;18.500;97.835;1.364;Não;
24-04-2023 02:00;;19.194;18.631;98.991;0.571;Não;
24-04-2023 03:00;;19.296;19.109;99.997;0.998;Não;
24-04-2023 04:00;;19.250;18.868;100.000;0.598;Não;
24-04-2023 05:00;;19.053;18.430;99.597;0.613;Não;
24-04-2023 06:00;;18.925;18.500;99.542;1.592;Não;
24-04-2023 07:00;;19.082;18.828;99.760;0.503;Não;
24-04-2023 08:00;;19.122;18.925;99.733;0.858;Não;
24-04-2023 09:00;;19.902;19.082;99.810;0.083;Não;
24-04-2023 10:00;;22.027;19.830;96.726;0.830;Não;
24-04-2023 11:00;;24.465;21.998;86.306;0.494;Não;
24-04-2023 12:00;;23.675;22.495;88.542;0.198;Não;
24-04-2023 13:00;;24.054;22.823;87.728;0.696;Não;
24-04-2023 14:00;;25.787;23.971;83.088;0.797;Não;
24-04-2023 15:00;;25.176;24.169;83.320;1.829;Não;
24-04-2023 16:00;;24.311;23.376;86.610;1.723;Não;
24-04-2023 17:00;;23.376;22.327;89.953;0.277;Não;
24-04-2023 18:00;;23.590;23.106;88.276;0.000;Não;
24-04-2023 19:00;;23.576;22.439;89.857;0.000;Não;
24-04-2023 20:00;;22.452;21.122;95.601;0.000;Não;
24-04-2023 21:00;;21.136;19.958;98.211;0.000;Não;
24-04-2023 22:00;;20.030;19.023;99.271;0.000;Não;
24-04-2023 23:00;;19.352;18.657;99.975;0.000;Não;
25-04-2023 00:00;;19.181;18.062;100.000;0.000;Não;
25-04-2023 01:00;;19.066;17.848;100.000;0.000;Não;
25-04-2023 02:00;;18.529;17.664;100.000;0.000;Não;
25-04-2023 03:00;;18.006;17.312;100.000;0.000;Não;
25-04-2023 04:00;;18.217;17.312;100.000;0.000;Não;
25-04-2023 05:00;;19.053;18.078;100.000;0.080;Não;
25-04-2023 06:00;;19.165;18.062;100.000;0.000;Não;
25-04-2023 07:00;;18.730;17.624;100.000;0.000;Não;
25-04-2023 08:00;;17.848;16.732;100.000;0.000;Não;
25-04-2023 09:00;;19.691;17.750;100.000;0.854;Não;
25-04-2023 10:00;;21.816;19.605;95.855;1.942;Não;
25-04-2023 11:00;;24.073;21.803;85.019;0.674;Não;
25-04-2023 12:00;;25.403;23.913;78.843;0.577;Não;
25-04-2023 13:00;;26.100;24.879;77.981;1.352;Não;
25-04-2023 14:00;;26.423;25.672;74.901;2.557;Não;
25-04-2023 15:00;;26.198;24.906;75.991;1.840;Não;
25-04-2023 16:00;;26.652;25.136;72.206;2.253;Não;
25-04-2023 17:00;;26.709;25.558;73.641;3.319;Não;
25-04-2023 18:00;;26.182;24.695;74.672;1.809;Não;
25-04-2023 19:00;;24.722;21.873;84.707;0.934;Não;
25-04-2023 20:00;;21.886;20.511;91.923;0.356;Não;
25-04-2023 21:00;;20.639;18.997;95.721;0.000;Não;
25-04-2023 22:00;;19.181;18.260;98.186;0.000;Não;
25-04-2023 23:00;;18.444;17.410;99.135;0.000;Não;
26-04-2023 00:00;;18.217;17.242;99.875;0.000;Não;
26-04-2023 01:00;;18.246;17.552;100.000;0.000;Não;
26-04-2023 02:00;;19.250;17.693;100.000;0.001;Não;
26-04-2023 03:00;;19.846;19.221;100.000;0.000;Não;
26-04-2023 04:00;;19.774;19.536;100.000;0.100;Não;
26-04-2023 05:00;;19.990;19.394;99.530;0.113;Não;
26-04-2023 06:00;;20.553;19.747;97.488;0.400;Não;
26-04-2023 07:00;;20.583;20.284;96.654;0.067;Não;
26-04-2023 08:00;;20.599;20.129;96.641;0.316;Não;
26-04-2023 09:00;;21.277;20.511;96.371;1.019;Não;
26-04-2023 10:00;;22.014;21.221;93.078;1.663;Não;
26-04-2023 11:00;;22.340;21.816;91.611;1.795;Não;
26-04-2023 12:00;;23.165;21.998;89.774;1.565;Não;
26-04-2023 13:00;;23.432;22.949;86.606;3.215;Não;
26-04-2023 14:00;;25.120;23.376;84.302;4.283;Não;
26-04-2023 15:00;;26.564;25.034;77.067;4.239;Não;
26-04-2023 16:00;;26.877;26.241;75.500;3.826;Não;
26-04-2023 17:00;;26.976;26.508;75.346;3.317;Não;
26-04-2023 18:00;;26.877;24.893;78.298;1.719;Não;
26-04-2023 19:00;;25.120;22.596;86.812;0.749;Não;
26-04-2023 20:00;;22.626;20.455;93.943;0.000;Não;
26-04-2023 21:00;;20.655;19.421;98.031;0.000;Não;
26-04-2023 22:00;;19.592;18.543;99.348;0.000;Não;
26-04-2023 23:00;;19.718;18.246;99.990;0.019;Não;
27-04-2023 00:00;;18.967;17.763;100.000;0.000;Não;
27-04-2023 01:00;;18.828;17.693;100.000;0.000;Não;
27-04-2023 02:00;;18.615;17.792;100.000;0.000;Não;
27-04-2023 03:00;;19.309;18.374;100.000;0.008;Não;
27-04-2023 04:00;;19.309;18.585;100.000;0.015;Não;
27-04-2023 05:00;;19.338;18.770;100.000;0.000;Não;
27-04-2023 06:00;;18.799;17.723;100.000;0.000;Não;
27-04-2023 07:00;;18.260;17.624;100.000;0.000;Não;
27-04-2023 08:00;;18.316;17.341;100.000;0.000;Não;
27-04-2023 09:00;;20.228;17.936;99.668;0.137;Não;
27-04-2023 10:00;;22.100;20.201;90.237;0.346;Não;
27-04-2023 11:00;;24.073;21.859;81.846;0.469;Não;
27-04-2023 12:00;;25.445;23.830;74.229;0.404;Não;
27-04-2023 13:00;;26.255;25.275;70.674;1.790;Não;
27-04-2023 14:00;;26.479;24.781;71.713;1.584;Não;
27-04-2023 15:00;;26.367;23.955;72.950;2.490;Não;
27-04-2023 16:00;;25.459;23.558;74.928;2.823;Não;
27-04-2023 17:00;;24.708;23.021;78.433;3.018;Não;
27-04-2023 18:00;;23.955;23.066;80.427;1.982;Não;
27-04-2023 19:00;;23.080;21.787;82.059;0.894;Não;
27-04-2023 20:00;;22.116;21.619;81.418;0.185;Não;
27-04-2023 21:00;;21.704;21.136;82.156;1.792;Não;
27-04-2023 22:00;;21.632;21.109;80.370;2.534;Não;
27-04-2023 23:00;;21.290;20.599;80.729;0.647;Não;
28-04-2023 00:00;;21.208;20.003;80.626;0.752;Não;
28-04-2023 01:00;;20.030;19.053;85.667;0.070;Não;
28-04-2023 02:00;;19.872;18.925;86.139;0.124;Não;
28-04-2023 03:00;;19.846;18.556;87.349;0.064;Não;
28-04-2023 04:00;;20.244;18.556;86.769;1.355;Não;
28-04-2023 05:00;;20.342;19.039;85.422;0.741;Não;
28-04-2023 06:00;;19.536;18.276;87.940;0.193;Não;
28-04-2023 07:00;;18.302;17.341;94.302;0.264;Não;
28-04-2023 08:00;;17.936;17.170;94.184;0.426;Não;
28-04-2023 09:00;;19.250;17.210;94.174;0.644;Não;
28-04-2023 10:00;;21.021;19.194;86.276;1.397;Não;
28-04-2023 11:00;;23.093;21.007;76.347;1.277;Não;
28-04-2023 12:00;;24.254;22.978;71.317;2.154;Não;
28-04-2023 13:00;;24.794;24.156;69.066;2.296;Não;
28-04-2023 14:00;;24.906;24.340;69.302;2.675;Não;
28-04-2023 15:00;;24.695;23.122;72.425;3.855;Não;
28-04-2023 16:00;;24.228;23.261;71.611;3.231;Não;
28-04-2023 17:00;;23.886;22.537;72.716;3.107;Não;
28-04-2023 18:00;;22.551;21.606;76.244;1.926;Não;
28-04-2023 19:00;;21.646;20.626;81.068;0.080;Não;
28-04-2023 20:00;;20.866;20.511;83.015;0.050;Não;
28-04-2023 21:00;;20.511;19.974;84.350;0.004;Não;
28-04-2023 22:00;;20.089;19.718;89.261;0.000;Não;
28-04-2023 23:00;;19.774;18.743;93.099;0.000;Não;
29-04-2023 00:00;;18.799;17.581;95.351;0.000;Não;
29-04-2023 01:00;;17.608;16.916;97.273;0.000;Não;
29-04-2023 02:00;;17.298;16.818;98.625;0.000;Não;
29-04-2023 03:00;;16.916;15.995;99.193;0.000;Não;
29-04-2023 04:00;;17.098;16.067;99.911;0.000;Não;
29-04-2023 05:00;;18.644;17.114;99.949;0.000;Não;
29-04-2023 06:00;;18.786;18.316;98.361;0.000;Não;
29-04-2023 07:00;;18.345;16.420;97.337;0.000;Não;
29-04-2023 08:00;;16.676;15.656;98.973;0.000;Não;
29-04-2023 09:00;;18.444;15.541;99.892;0.000;Não;
29-04-2023 10:00;;21.007;18.401;95.588;0.235;Não;
29-04-2023 11:00;;23.021;21.021;83.705;0.698;Não;
29-04-2023 12:00;;24.073;22.850;78.611;1.943;Não;
29-04-2023 13:00;;25.018;23.955;72.814;2.916;Não;
29-04-2023 14:00;;25.558;24.353;70.932;3.073;Não;
29-04-2023 15:00;;25.005;24.268;71.522;3.706;Não;
29-04-2023 16:00;;25.304;24.185;71.998;2.961;Não;
29-04-2023 17:00;;25.005;23.646;73.098;2.458;Não;
29-04-2023 18:00;;23.715;22.551;78.288;1.987;Não;
29-04-2023 19:00;;22.668;21.461;80.019;0.690;Não;
29-04-2023 20:00;;21.475;19.151;88.058;0.011;Não;
29-04-2023 21:00;;19.576;19.066;93.726;0.000;Não;
29-04-2023 22:00;;19.576;18.644;95.754;0.000;Não;
29-04-2023 23:00;;20.030;18.444;94.923;0.056;Não;
30-04-2023 00:00;;19.747;19.365;95.497;0.000;Não;
30-04-2023 01:00;;20.172;19.592;97.536;0.000;Não;
30-04-2023 02:00;;21.363;19.974;96.075;0.487;Não;
30-04-2023 03:00;;21.517;21.264;89.354;1.236;Não;
30-04-2023 04:00;;21.363;18.770;90.980;0.259;Não;
30-04-2023 05:00;;18.855;17.509;96.369;0.000;Não;
30-04-2023 06:00;;17.723;16.604;98.294;0.000;Não;
30-04-2023 07:00;;16.647;15.739;99.329;0.000;Não;
30-04-2023 08:00;;16.476;15.416;99.909;0.000;Não;
30-04-2023 09:00;;20.145;15.613;100.000;0.254;Não;
30-04-2023 10:00;;22.537;20.115;91.228;1.938;Não;
30-04-2023 11:00;;23.942;22.511;83.757;2.296;Não;
30-04-2023 12:00;;24.837;23.913;80.430;3.849;Não;
30-04-2023 13:00;;25.702;24.781;76.407;4.234;Não;
30-04-2023 14:00;;26.297;25.472;74.462;4.000;Não;
30-04-2023 15:00;;26.834;26.156;71.315;4.347;Não;
30-04-2023 16:00;;26.890;26.070;67.513;4.795;Não;
30-04-2023 17:00;;26.423;25.528;70.268;4.326;Não;
30-04-2023 18:00;;25.899;24.850;71.965;3.806;Não;
30-04-2023 19:00;;24.850;23.122;77.723;3.091;Não;
30-04-2023 20:00;;23.149;22.270;84.029;2.841;Não;
30-04-2023 21:00;;22.452;22.158;87.436;1.485;Não;
30-04-2023 22:00;;22.583;22.228;91.758;1.144;Não;
30-04-2023 23:00;;22.439;22.129;93.344;1.042;Não;
01-05-2023 00:00;;22.383;21.942;94.794;0.641;Não;
01-05-2023 01:00;;22.270;21.830;95.081;0.308;Não;
01-05-2023 02:00;;22.014;21.007;95.314;0.000;Não;
01-05-2023 03:00;;21.109;20.342;97.659;0.000;Não;
01-05-2023 04:00;;20.866;20.497;97.533;0.000;Não;
01-05-2023 05:00;;20.711;20.214;98.175;0.271;Não;
01-05-2023 06:00;;20.612;20.342;98.133;0.391;Não;
01-05-2023 07:00;;21.093;20.455;96.523;2.177;Não;
01-05-2023 08:00;;21.063;20.540;96.809;1.746;Não;
01-05-2023 09:00;;22.353;20.655;95.199;1.575;Não;
01-05-2023 10:00;;23.093;22.257;90.016;3.368;Não;
01-05-2023 11:00;;24.481;23.080;84.261;3.711;Não;
01-05-2023 12:00;;26.182;24.425;78.198;3.400;Não;
01-05-2023 13:00;;27.232;25.998;71.809;2.829;Não;
01-05-2023 14:00;;27.897;27.146;68.224;1.335;Não;
01-05-2023 15:00;;28.933;27.686;64.740;0.380;Não;
01-05-2023 16:00;;28.946;27.814;65.758;1.660;Não;
01-05-2023 17:00;;27.956;26.933;64.230;2.475;Não;
01-05-2023 18:00;;26.976;25.745;69.819;1.719;Não;
01-05-2023 19:00;;25.758;21.899;78.322;0.111;Não;
01-05-2023 20:00;;21.873;19.451;91.884;0.000;Não;
01-05-2023 21:00;;19.619;17.862;96.013;0.000;Não;
01-05-2023 22:00;;18.177;17.440;96.704;0.017;Não;
01-05-2023 23:00;;19.816;17.680;90.299;0.000;Não;
02-05-2023 00:00;;20.300;19.066;88.504;0.000;Não;
02-05-2023 01:00;;20.524;20.129;91.060;0.671;Não;
02-05-2023 02:00;;20.754;19.010;91.569;0.662;Não;
02-05-2023 03:00;;19.066;17.539;95.496;0.000;Não;
02-05-2023 04:00;;17.750;16.564;98.382;0.000;Não;
02-05-2023 05:00;;17.552;16.564;99.701;0.000;Não;
02-05-2023 06:00;;17.098;16.025;99.943;0.000;Não;
02-05-2023 07:00;;18.105;16.831;100.000;0.001;Não;
02-05-2023 08:00;;17.993;16.746;100.000;0.000;Não;
02-05-2023 09:00;;18.911;17.397;100.000;0.222;Não;
02-05-2023 10:00;;21.234;18.884;97.215;0.099;Não;
02-05-2023 11:00;;23.886;21.136;85.588;0.121;Não;
02-05-2023 12:00;;25.192;23.857;77.300;1.131;Não;
02-05-2023 13:00;;26.281;25.192;72.835;0.901;Não;
02-05-2023 14:00;;27.090;26.255;67.801;1.252;Não;
02-05-2023 15:00;;27.245;25.445;74.526;2.291;Não;
02-05-2023 16:00;;25.745;24.975;81.635;3.279;Não;
02-05-2023 17:00;;25.317;24.086;82.743;3.020;Não;
02-05-2023 18:00;;24.169;22.935;86.962;2.590;Não;
02-05-2023 19:00;;22.978;21.632;90.522;0.585;Não;
02-05-2023 20:00;;21.873;21.389;93.911;0.329;Não;
02-05-2023 21:00;;21.432;20.909;95.810;0.029;Não;
02-05-2023 22:00;;21.544;20.909;95.379;0.008;Não;
02-05-2023 23:00;;21.050;20.399;97.008;0.000;Não;
03-05-2023 00:00;;20.823;20.270;98.523;0.000;Não;
03-05-2023 01:00;;20.455;20.046;99.332;0.000;Não;
03-05-2023 02:00;;20.767;20.313;99.988;0.000;Não;
03-05-2023 03:00;;21.050;20.569;99.954;0.000;Não;
03-05-2023 04:00;;20.599;20.073;99.688;0.000;Não;
03-05-2023 05:00;;20.866;20.481;100.000;0.002;Não;
03-05-2023 06:00;;21.136;20.626;99.388;0.097;Não;
03-05-2023 07:00;;20.780;19.338;98.904;0.114;Não;
03-05-2023 08:00;;19.846;18.925;99.157;0.000;Não;
03-05-2023 09:00;;21.363;19.122;99.983;0.000;Não;
03-05-2023 10:00;;24.439;21.079;94.394;0.000;Não;
03-05-2023 11:00;;25.192;23.985;87.329;0.828;Não;
03-05-2023 12:00;;25.646;24.396;86.181;2.446;Não;
03-05-2023 13:00;;25.333;24.538;85.548;3.216;Não;
03-05-2023 14:00;;26.113;24.508;83.865;3.017;Não;
03-05-2023 15:00;;26.041;25.149;81.260;2.703;Não;
03-05-2023 16:00;;26.070;25.403;78.113;2.897;Não;
03-05-2023 17:00;;25.488;24.639;79.274;2.759;Não;
03-05-2023 18:00;;24.682;23.149;86.403;2.328;Não;
03-05-2023 19:00;;23.234;22.468;89.366;1.437;Não;
03-05-2023 20:00;;22.583;22.172;91.875;0.249;Não;
03-05-2023 21:00;;22.214;21.531;94.175;0.000;Não;
03-05-2023 22:00;;21.573;21.349;96.803;0.000;Não;
03-05-2023 23:00;;21.405;21.208;97.698;0.000;Não;
04-05-2023 00:00;;21.405;21.250;98.253;0.000;Não;
04-05-2023 01:00;;21.704;21.264;98.724;0.004;Não;
04-05-2023 02:00;;21.731;21.445;99.838;1.189;Não;
04-05-2023 03:00;;21.475;21.152;100.000;0.655;Não;
04-05-2023 04:00;;21.250;20.724;100.000;0.681;Não;
04-05-2023 05:00;;21.208;20.780;99.915;3.461;Não;
04-05-2023 06:00;;21.461;20.796;97.171;2.355;Não;
04-05-2023 07:00;;21.178;20.754;99.019;1.107;Não;
04-05-2023 08:00;;21.389;21.021;98.828;3.234;Não;
04-05-2023 09:00;;21.704;21.264;97.202;3.132;Não;
04-05-2023 10:00;;23.021;21.619;94.329;3.353;Não;
04-05-2023 11:00;;24.765;22.893;88.655;2.998;Não;
04-05-2023 12:00;;25.261;24.113;89.875;3.453;Não;
04-05-2023 13:00;;25.998;25.149;87.203;2.948;Não;
04-05-2023 14:00;;26.791;25.827;83.982;0.972;Não;
04-05-2023 15:00;;26.636;25.515;85.963;1.681;Não;
04-05-2023 16:00;;25.969;25.317;84.170;1.569;Não;
04-05-2023 17:00;;25.403;24.284;88.731;2.223;Não;
04-05-2023 18:00;;24.666;24.169;89.024;1.787;Não;
04-05-2023 19:00;;24.652;23.843;85.045;1.204;Não;
04-05-2023 20:00;;24.367;23.774;86.308;1.469;Não;
04-05-2023 21:00;;24.156;23.774;87.456;0.921;Não;
04-05-2023 22:00;;23.886;23.005;92.850;0.098;Não;
04-05-2023 23:00;;23.034;22.481;96.340;0.006;Não;
05-05-2023 00:00;;22.922;22.495;97.809;0.000;Não;
05-05-2023 01:00;;22.935;22.327;98.613;0.000;Não;
05-05-2023 02:00;;22.639;22.198;99.808;0.000;Não;
05-05-2023 03:00;;22.313;21.971;100.000;0.000;Não;
05-05-2023 04:00;;22.551;22.014;100.000;0.000;Não;
05-05-2023 05:00;;22.073;21.873;100.000;0.000;Não;
05-05-2023 06:00;;21.985;21.376;100.000;0.215;Não;
05-05-2023 07:00;;22.073;21.475;100.000;0.431;Não;
05-05-2023 08:00;;22.142;21.560;100.000;0.509;Não;
05-05-2023 09:00;;22.452;22.116;99.843;0.926;Não;
05-05-2023 10:00;;23.347;22.327;99.821;0.022;Não;
05-05-2023 11:00;;;;0.000;0.324;Não;
05-05-2023 12:00;;;;0.000;0.249;Não;
05-05-2023 13:00;;;;0.000;1.314;Não;
05-05-2023 14:00;;;;0.000;1.232;Não;
05-05-2023 15:00;;;;0.000;2.184;Não;
05-05-2023 16:00;;;;0.000;0.790;Não;
05-05-2023 17:00;;;;0.000;1.123;Não;
05-05-2023 18:00;;;;0.000;0.839;Não;
05-05-2023 19:00;;;;0.000;0.291;Não;
05-05-2023 20:00;;;;0.000;0.000;Não;
05-05-2023 21:00;;;;0.000;0.000;Não;
05-05-2023 22:00;;;;0.000;0.000;Não;
05-05-2023 23:00;;;;0.000;0.000;Não;
06-05-2023 00:00;;;;0.000;0.000;Não;
06-05-2023 01:00;;;;0.000;0.000;Não;
06-05-2023 02:00;;;;0.000;0.000;Não;
06-05-2023 03:00;;;;0.000;0.000;Não;
06-05-2023 04:00;;;;0.000;0.000;Não;
06-05-2023 05:00;;;;0.000;0.000;Não;
06-05-2023 06:00;;;;0.000;0.000;Não;
06-05-2023 07:00;;;;0.000;0.000;Não;
06-05-2023 08:00;;;;0.000;0.000;Não;
06-05-2023 09:00;;;;0.000;0.258;Não;
06-05-2023 10:00;;;;0.000;1.027;Não;
06-05-2023 11:00;;;;0.000;3.362;Não;
06-05-2023 12:00;;;;0.000;4.123;Não;
06-05-2023 13:00;;;;0.000;3.922;Não;
06-05-2023 14:00;;;;0.000;3.359;Não;
06-05-2023 15:00;;;;0.000;3.849;Não;
06-05-2023 16:00;;;;0.000;3.586;Não;
06-05-2023 17:00;;;;0.000;3.501;Não;
06-05-2023 18:00;;;;0.000;2.476;Não;
06-05-2023 19:00;;;;0.000;2.101;Não;
06-05-2023 20:00;;;;0.000;2.787;Não;
06-05-2023 21:00;;;;0.000;3.057;Não;
06-05-2023 22:00;;;;0.000;3.083;Não;
06-05-2023 23:00;;;;0.000;3.609;Não;
07-05-2023 00:00;;;;0.000;2.958;Não;
07-05-2023 01:00;;;;0.000;2.745;Não;
07-05-2023 02:00;;;;0.000;2.567;Não;
07-05-2023 03:00;;;;0.000;2.220;Não;
07-05-2023 04:00;;;;0.000;1.933;Não;
07-05-2023 05:00;;;;0.000;2.786;Não;
07-05-2023 06:00;;;;0.000;3.143;Não;
07-05-2023 07:00;;;;0.000;2.889;Não;
07-05-2023 08:00;;;;0.000;2.355;Não;
07-05-2023 09:00;;;;0.000;2.691;Não;
07-05-2023 10:00;;;;0.000;3.974;Não;
07-05-2023 11:00;;;;0.000;4.720;Não;
07-05-2023 12:00;;;;0.000;4.209;Não;
07-05-2023 13:00;;;;0.000;4.586;Não;
07-05-2023 14:00;;;;0.000;4.319;Não;
07-05-2023 15:00;;;;0.000;3.971;Não;
07-05-2023 16:00;;;;0.000;4.078;Não;
07-05-2023 17:00;;;;0.000;3.908;Não;
07-05-2023 18:00;;;;0.000;4.071;Não;
07-05-2023 19:00;;;;0.000;3.025;Não;
07-05-2023 20:00;;;;0.000;2.811;Não;
07-05-2023 21:00;;;;0.000;2.749;Não;
07-05-2023 22:00;;;;0.000;1.768;Não;
07-05-2023 23:00;;;;0.000;1.466;Não;
08-05-2023 00:00;;;;0.000;1.943;Não;
08-05-2023 01:00;;;;0.000;2.512;Não;
08-05-2023 02:00;;;;0.000;2.463;Não;
08-05-2023 03:00;;;;0.000;1.648;Não;
08-05-2023 04:00;;;;0.000;2.235;Não;
08-05-2023 05:00;;;;0.000;2.735;Não;
08-05-2023 06:00;;;;0.000;1.775;Não;
08-05-2023 07:00;;;;0.000;2.909;Não;
08-05-2023 08:00;;;;0.000;2.537;Não;
08-05-2023 09:00;;;;0.000;1.984;Não;
08-05-2023 10:00;;;;0.000;2.524;Não;
08-05-2023 11:00;;;;0.000;2.712;Não;
08-05-2023 12:00;;;;0.000;2.140;Não;
08-05-2023 13:00;;;;0.000;1.923;Não;
08-05-2023 14:00;;;;0.000;1.703;Não;
08-05-2023 15:00;;;;0.000;3.233;Não;
08-05-2023 16:00;;;;0.000;2.036;Não;
08-05-2023 17:00;;;;0.000;3.934;Não;
08-05-2023 18:00;;;;0.000;3.489;Não;
08-05-2023 19:00;;;;0.000;2.265;Não;
08-05-2023 20:00;;;;0.000;1.437;Não;
08-05-2023 21:00;;;;0.000;2.759;Não;
08-05-2023 22:00;;;;0.000;2.753;Não;
08-05-2023 23:00;;;;0.000;2.723;Não;
09-05-2023 00:00;;;;0.000;1.940;Não;
09-05-2023 01:00;;;;0.000;2.478;Não;
09-05-2023 02:00;;;;0.000;3.034;Não;
09-05-2023 03:00;;;;0.000;1.709;Não;
09-05-2023 04:00;;;;0.000;2.363;Não;
09-05-2023 05:00;;;;0.000;1.958;Não;
09-05-2023 06:00;;;;0.000;1.720;Não;
09-05-2023 07:00;;;;0.000;1.350;Não;
09-05-2023 08:00;;;;0.000;0.891;Não;
09-05-2023 09:00;;;;0.000;2.573;Não;
09-05-2023 10:00;;;;0.000;1.977;Não;
09-05-2023 11:00;;;;0.000;1.376;Não;
09-05-2023 12:00;;;;0.000;1.088;Não;
09-05-2023 13:00;;;;0.000;1.705;Não;
09-05-2023 14:00;;;;0.000;2.719;Não;
09-05-2023 15:00;;;;0.000;2.779;Não;
09-05-2023 16:00;;;;0.000;2.625;Não;
09-05-2023 17:00;;;;0.000;1.827;Não;
09-05-2023 18:00;;;;0.000;0.649;Não;
09-05-2023 19:00;;;;0.000;0.251;Não;
09-05-2023 20:00;;;;0.000;0.000;Não;
09-05-2023 21:00;;;;0.000;0.000;Não;
09-05-2023 22:00;;;;0.000;0.000;Não;
