Horário;Radiação Solar;Temperatura do Ar Máxima;Temperatura do Ar Mínima;Umidade do Ar Média;Vento Velocidade;Manutenção;Observação manutenção
10-04-2022 07:00;;22.057;21.718;94.257;2.090;Não;
10-04-2022 08:00;;22.284;21.744;94.682;1.755;Não;
10-04-2022 09:00;;23.675;22.172;90.788;2.753;Não;
10-04-2022 10:00;;25.275;23.576;86.232;3.742;Não;
10-04-2022 11:00;;25.715;24.439;84.187;2.951;Não;
10-04-2022 12:00;;26.564;25.558;81.331;2.787;Não;
10-04-2022 13:00;;26.949;25.646;82.793;2.920;Não;
10-04-2022 14:00;;26.409;25.192;83.958;2.594;Não;
10-04-2022 15:00;;26.409;25.389;83.258;3.110;Não;
10-04-2022 16:00;;26.084;25.034;85.658;3.257;Não;
10-04-2022 17:00;;25.416;24.452;88.391;3.064;Não;
10-04-2022 18:00;;25.205;24.169;89.359;2.655;Não;
10-04-2022 19:00;;24.212;23.389;93.152;2.216;Não;
10-04-2022 20:00;;23.403;23.192;94.568;1.851;Não;
10-04-2022 21:00;;23.333;22.949;94.135;1.315;Não;
10-04-2022 22:00;;23.248;22.185;95.878;1.673;Não;
10-04-2022 23:00;;22.270;21.744;97.731;0.180;Não;
11-04-2022 00:00;;22.412;21.873;99.560;0.138;Não;
11-04-2022 01:00;;22.596;21.873;98.275;1.085;Não;
11-04-2022 02:00;;22.383;22.198;98.577;0.368;Não;
11-04-2022 03:00;;22.511;22.142;98.776;0.028;Não;
11-04-2022 04:00;;22.425;21.998;98.965;0.730;Não;
11-04-2022 05:00;;22.596;22.073;97.963;0.455;Não;
11-04-2022 06:00;;22.711;21.531;97.105;0.509;Não;
11-04-2022 07:00;;21.787;21.445;99.027;0.298;Não;
11-04-2022 08:00;;22.041;21.731;99.970;0.046;Não;
11-04-2022 09:00;;22.978;21.985;99.955;0.067;Não;
11-04-2022 10:00;;23.843;22.978;96.114;0.630;Não;
11-04-2022 11:00;;24.284;23.702;93.347;1.972;Não;
11-04-2022 12:00;;24.254;23.646;93.602;2.085;Não;
11-04-2022 13:00;;24.722;23.985;91.855;2.675;Não;
11-04-2022 14:00;;24.794;23.985;90.927;3.201;Não;
11-04-2022 15:00;;24.794;24.481;89.567;3.333;Não;
11-04-2022 16:00;;24.567;23.998;92.089;3.933;Não;
11-04-2022 17:00;;24.011;23.475;95.567;2.968;Não;
11-04-2022 18:00;;23.688;23.419;95.473;2.455;Não;
11-04-2022 19:00;;23.488;22.965;92.792;1.816;Não;
11-04-2022 20:00;;23.205;22.949;93.895;2.667;Não;
11-04-2022 21:00;;23.136;22.893;95.823;2.086;Não;
11-04-2022 22:00;;23.080;22.511;96.394;0.969;Não;
11-04-2022 23:00;;23.403;23.047;94.105;2.575;Não;
12-04-2022 00:00;;23.290;22.850;92.938;2.338;Não;
12-04-2022 01:00;;22.949;22.439;94.268;2.567;Não;
12-04-2022 02:00;;22.823;22.468;93.329;1.524;Não;
12-04-2022 03:00;;22.794;22.057;95.042;0.040;Não;
12-04-2022 04:00;;22.257;22.027;97.683;0.000;Não;
12-04-2022 05:00;;22.524;22.057;98.768;0.023;Não;
12-04-2022 06:00;;22.412;22.228;98.979;0.000;Não;
12-04-2022 07:00;;22.284;21.899;99.663;0.000;Não;
12-04-2022 08:00;;22.172;21.718;100.000;0.037;Não;
12-04-2022 09:00;;22.086;21.619;99.904;0.925;Não;
12-04-2022 10:00;;21.886;21.531;99.204;0.723;Não;
12-04-2022 11:00;;22.738;21.632;98.981;1.262;Não;
12-04-2022 12:00;;23.731;22.751;97.362;1.218;Não;
12-04-2022 13:00;;24.113;23.459;95.236;2.644;Não;
12-04-2022 14:00;;24.311;23.801;92.462;2.474;Não;
12-04-2022 15:00;;24.297;23.899;92.106;2.728;Não;
12-04-2022 16:00;;25.120;24.241;89.803;2.020;Não;
12-04-2022 17:00;;25.317;24.639;88.208;2.881;Não;
12-04-2022 18:00;;24.893;24.652;88.747;1.783;Não;
12-04-2022 19:00;;24.722;23.632;90.404;0.652;Não;
12-04-2022 20:00;;23.632;22.257;96.771;0.000;Não;
12-04-2022 21:00;;23.047;22.511;98.748;0.185;Não;
12-04-2022 22:00;;23.432;22.807;95.147;0.890;Não;
12-04-2022 23:00;;23.093;22.396;96.037;0.328;Não;
13-04-2022 00:00;;22.511;21.899;97.893;0.570;Não;
13-04-2022 01:00;;22.257;22.014;99.099;0.000;Não;
13-04-2022 02:00;;22.652;22.129;99.017;0.024;Não;
13-04-2022 03:00;;22.626;21.929;99.149;0.241;Não;
13-04-2022 04:00;;22.014;21.573;99.171;0.342;Não;
13-04-2022 05:00;;21.619;20.823;98.841;0.000;Não;
13-04-2022 06:00;;20.852;20.369;99.220;0.000;Não;
13-04-2022 07:00;;20.455;19.888;99.871;0.065;Não;
13-04-2022 08:00;;20.767;20.115;100.000;0.000;Não;
13-04-2022 09:00;;22.041;20.754;99.789;0.234;Não;
13-04-2022 10:00;;24.821;22.014;87.545;1.275;Não;
13-04-2022 11:00;;26.113;24.837;80.549;2.078;Não;
13-04-2022 12:00;;27.288;24.879;78.287;1.326;Não;
13-04-2022 13:00;;27.090;25.883;79.314;2.850;Não;
13-04-2022 14:00;;26.765;25.672;81.193;3.089;Não;
13-04-2022 15:00;;25.814;24.962;84.339;3.281;Não;
13-04-2022 16:00;;26.156;24.481;82.119;3.203;Não;
13-04-2022 17:00;;24.583;24.086;86.665;3.105;Não;
13-04-2022 18:00;;24.100;23.034;89.662;2.475;Não;
13-04-2022 19:00;;23.178;22.481;92.682;2.351;Não;
13-04-2022 20:00;;22.639;22.452;89.159;3.544;Não;
13-04-2022 21:00;;22.612;22.481;87.302;3.508;Não;
13-04-2022 22:00;;22.583;22.369;86.287;3.303;Não;
13-04-2022 23:00;;22.468;21.221;89.000;3.003;Não;
14-04-2022 00:00;;21.363;21.152;93.808;1.960;Não;
14-04-2022 01:00;;21.688;20.909;91.477;2.690;Não;
14-04-2022 02:00;;21.007;20.612;93.293;2.754;Não;
14-04-2022 03:00;;21.122;20.724;92.624;2.072;Não;
14-04-2022 04:00;;21.136;19.846;94.318;3.027;Não;
14-04-2022 05:00;;20.455;19.747;93.121;2.595;Não;
14-04-2022 06:00;;20.626;20.185;90.614;3.027;Não;
14-04-2022 07:00;;20.214;19.520;89.674;3.807;Não;
14-04-2022 08:00;;20.300;19.635;86.699;4.491;Não;
14-04-2022 09:00;;20.682;19.915;85.537;5.166;Não;
14-04-2022 10:00;;21.165;20.468;83.166;5.263;Não;
14-04-2022 11:00;;20.599;20.003;83.890;6.350;Não;
14-04-2022 12:00;;21.389;20.441;80.140;6.910;Não;
14-04-2022 13:00;;22.086;20.994;75.937;8.209;Não;
14-04-2022 14:00;;22.626;21.363;73.262;6.904;Não;
14-04-2022 15:00;;22.978;21.445;69.558;5.680;Não;
14-04-2022 16:00;;23.376;22.369;68.523;4.614;Não;
14-04-2022 17:00;;22.837;21.573;69.220;5.425;Não;
14-04-2022 18:00;;21.843;20.780;71.125;5.105;Não;
14-04-2022 19:00;;20.836;19.760;67.520;6.232;Não;
14-04-2022 20:00;;19.888;19.394;64.400;8.426;Não;
14-04-2022 21:00;;19.619;18.487;63.628;4.528;Não;
14-04-2022 22:00;;18.687;17.750;67.981;3.786;Não;
14-04-2022 23:00;;17.779;17.114;70.604;2.596;Não;
15-04-2022 00:00;;17.341;16.676;70.070;1.884;Não;
15-04-2022 01:00;;16.746;14.182;75.329;0.105;Não;
15-04-2022 02:00;;15.317;14.452;76.827;0.529;Não;
15-04-2022 03:00;;14.708;12.668;82.308;0.332;Não;
15-04-2022 04:00;;15.175;12.684;79.182;0.959;Não;
15-04-2022 05:00;;15.669;14.609;72.486;1.237;Não;
15-04-2022 06:00;;15.498;14.000;73.939;1.014;Não;
15-04-2022 07:00;;14.000;12.852;81.624;0.085;Não;
15-04-2022 08:00;;14.553;12.270;81.694;0.332;Não;
15-04-2022 09:00;;17.565;14.014;77.650;0.603;Não;
15-04-2022 10:00;;19.493;17.552;65.324;1.158;Não;
15-04-2022 11:00;;20.569;19.477;57.072;1.645;Não;
15-04-2022 12:00;;22.158;20.468;50.967;1.965;Não;
15-04-2022 13:00;;23.675;21.998;49.718;2.203;Não;
15-04-2022 14:00;;24.409;23.459;49.830;4.893;Não;
15-04-2022 15:00;;24.241;23.333;55.281;5.743;Não;
15-04-2022 16:00;;23.688;20.724;73.673;5.077;Não;
15-04-2022 17:00;;21.079;20.412;72.575;6.568;Não;
15-04-2022 18:00;;20.895;19.830;74.619;5.118;Não;
15-04-2022 19:00;;19.902;18.671;76.869;4.365;Não;
15-04-2022 20:00;;19.365;18.756;74.399;6.223;Não;
15-04-2022 21:00;;19.165;18.644;71.982;4.861;Não;
15-04-2022 22:00;;19.181;18.615;69.115;5.298;Não;
15-04-2022 23:00;;18.770;18.345;70.479;3.864;Não;
16-04-2022 00:00;;18.730;17.904;73.479;3.582;Não;
16-04-2022 01:00;;17.963;16.858;76.925;1.461;Não;
16-04-2022 02:00;;16.874;15.968;81.672;0.366;Não;
16-04-2022 03:00;;16.874;15.656;83.762;1.014;Não;
16-04-2022 04:00;;16.348;15.613;84.591;0.355;Não;
16-04-2022 05:00;;18.500;15.656;80.608;2.422;Não;
16-04-2022 06:00;;18.513;16.986;76.325;1.622;Não;
16-04-2022 07:00;;17.029;15.018;86.179;0.155;Não;
16-04-2022 08:00;;17.015;14.890;85.987;0.744;Não;
16-04-2022 09:00;;18.430;16.321;86.218;0.971;Não;
16-04-2022 10:00;;20.655;18.401;79.956;1.238;Não;
16-04-2022 11:00;;22.340;20.569;70.266;1.759;Não;
16-04-2022 12:00;;22.767;21.803;66.773;3.965;Não;
16-04-2022 13:00;;22.270;21.675;67.992;4.246;Não;
16-04-2022 14:00;;23.304;22.129;66.467;3.955;Não;
16-04-2022 15:00;;23.475;22.468;69.429;3.825;Não;
16-04-2022 16:00;;23.403;22.369;68.697;3.400;Não;
16-04-2022 17:00;;23.261;21.646;67.577;4.922;Não;
16-04-2022 18:00;;21.942;20.738;71.494;4.529;Não;
16-04-2022 19:00;;20.823;19.974;72.975;5.695;Não;
16-04-2022 20:00;;20.257;19.816;72.558;6.624;Não;
16-04-2022 21:00;;19.902;19.208;74.293;4.371;Não;
16-04-2022 22:00;;19.437;18.471;74.233;2.874;Não;
16-04-2022 23:00;;19.194;17.723;76.844;1.991;Não;
17-04-2022 00:00;;19.082;18.190;76.352;3.038;Não;
17-04-2022 01:00;;18.217;16.943;81.523;0.789;Não;
17-04-2022 02:00;;18.035;17.256;83.830;1.162;Não;
17-04-2022 03:00;;18.091;17.637;82.990;1.596;Não;
17-04-2022 04:00;;18.091;17.127;82.789;0.888;Não;
17-04-2022 05:00;;17.154;16.519;87.258;0.029;Não;
17-04-2022 06:00;;17.581;17.085;86.503;0.498;Não;
17-04-2022 07:00;;17.469;17.285;89.589;0.082;Não;
17-04-2022 08:00;;18.414;17.154;88.540;0.555;Não;
17-04-2022 09:00;;19.352;18.414;85.216;1.619;Não;
17-04-2022 10:00;;19.394;18.500;89.846;1.095;Não;
17-04-2022 11:00;;20.270;18.855;89.311;0.708;Não;
17-04-2022 12:00;;20.767;20.257;82.258;2.074;Não;
17-04-2022 13:00;;21.560;20.569;83.312;2.413;Não;
17-04-2022 14:00;;21.899;21.405;79.898;2.047;Não;
17-04-2022 15:00;;22.537;21.731;77.403;2.157;Não;
17-04-2022 16:00;;22.412;22.158;73.802;2.487;Não;
17-04-2022 17:00;;22.383;21.942;74.724;1.585;Não;
17-04-2022 18:00;;22.057;21.544;74.855;0.825;Não;
17-04-2022 19:00;;21.573;19.902;79.217;0.347;Não;
17-04-2022 20:00;;19.902;18.471;81.999;0.293;Não;
17-04-2022 21:00;;18.500;16.999;86.029;0.000;Não;
17-04-2022 22:00;;16.999;15.189;92.108;0.000;Não;
17-04-2022 23:00;;15.458;14.679;96.106;0.000;Não;
18-04-2022 00:00;;16.930;15.458;97.173;0.473;Não;
18-04-2022 01:00;;17.071;16.476;96.293;0.220;Não;
18-04-2022 02:00;;17.170;16.390;94.449;0.071;Não;
18-04-2022 03:00;;16.462;15.245;94.841;0.168;Não;
18-04-2022 04:00;;15.755;14.452;95.946;0.017;Não;
18-04-2022 05:00;;14.580;13.490;97.219;0.000;Não;
18-04-2022 06:00;;14.988;13.063;98.790;0.058;Não;
18-04-2022 07:00;;13.530;12.369;99.179;0.000;Não;
18-04-2022 08:00;;14.040;12.556;99.739;0.000;Não;
18-04-2022 09:00;;18.035;14.040;99.929;0.154;Não;
18-04-2022 10:00;;20.073;18.019;91.367;0.854;Não;
18-04-2022 11:00;;23.333;19.592;85.107;0.561;Não;
18-04-2022 12:00;;24.086;22.452;76.642;0.790;Não;
18-04-2022 13:00;;23.659;22.767;72.567;1.916;Não;
18-04-2022 14:00;;24.113;23.093;69.645;1.870;Não;
18-04-2022 15:00;;24.508;23.261;68.864;2.155;Não;
18-04-2022 16:00;;23.475;22.837;72.251;1.976;Não;
18-04-2022 17:00;;23.445;22.935;72.745;0.819;Não;
18-04-2022 18:00;;23.149;22.057;74.329;0.072;Não;
18-04-2022 19:00;;22.142;19.563;86.373;0.000;Não;
18-04-2022 20:00;;19.605;18.657;92.800;0.000;Não;
18-04-2022 21:00;;18.687;17.469;95.044;0.000;Não;
18-04-2022 22:00;;17.763;17.242;96.426;0.168;Não;
18-04-2022 23:00;;18.118;17.085;94.653;0.142;Não;
